"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","신금호두산위브","2006"," "," "," ","115,000","17","4","2021"," "," ","84.12","12","1818","N"," ","11200"," ","금호동1가"
" ","래미안 옥수 리버젠","2012"," "," "," ","185,000","27","4","2021"," "," ","84.73","6","561","N"," ","11200"," ","옥수동"
" ","서울숲푸르지오","2007"," "," "," ","158,000","30","4","2021"," "," ","84.87","2","340","N"," ","11200"," ","금호동4가"
" ","금호현대","1990"," "," "," ","83,000","30","4","2021"," "," ","59.91","10","98","N"," ","11200"," ","응봉동"
" ","쌍용","1997"," "," "," ","125,000","29","4","2021"," "," ","59.76","7","706","N"," ","11200"," ","성수동1가"
" ","래미안 옥수 리버젠","2012"," "," "," ","248,000","15","4","2021"," "," ","134.13","13","561","N"," ","11200"," ","옥수동"
" ","서울숲 한신 더 휴","2003"," "," "," ","112,000","30","4","2021"," "," ","59.94","16","349","N"," ","11200"," ","행당동"
" ","서울숲더샵","2014"," "," "," ","160,000","30","4","2021"," "," ","92.08","16","377","N"," ","11200"," ","행당동"
" ","래미안 옥수 리버젠","2012"," ","21.06.23","O","185,000","27","4","2021"," "," ","84.73","6","561","N"," ","11200"," ","옥수동"
" ","대림e-편한세상","2000"," "," "," ","138,500","27","4","2021"," "," ","114.94","2","347","N"," ","11200"," ","행당동"
" ","E-아름다운세상","2014"," "," "," ","94,000","30","4","2021"," "," ","70.71","3","846","N"," ","11200"," ","성수동2가"
" ","래미안 옥수 리버젠","2012"," "," "," ","190,000","29","4","2021"," "," ","84.81","4","561","N"," ","11200"," ","옥수동"
" ","건영","2000"," "," "," ","101,000","22","4","2021"," "," ","110.08","9","90","N"," ","11200"," ","송정동"
" ","이편한세상금호파크힐스","2019"," "," "," ","135,000","27","4","2021"," "," ","59.949","11","1823","N"," ","11200"," ","금호동1가"
" ","센트라스","2016"," "," "," ","135,000","21","4","2021"," "," ","59.59","15","1070","N"," ","11200"," ","하왕십리동"
" ","두산","1994"," "," "," ","127,000","13","4","2021"," "," ","116.81","1","1331","N"," ","11200"," ","금호동3가"
" ","래미안하이리버","2012"," "," "," ","147,000","30","4","2021"," "," ","84.98","13","1217","N"," ","11200"," ","금호동2가"
" ","이편한세상금호파크힐스","2019"," "," "," ","141,000","29","4","2021"," "," ","59.983","16","1823","N"," ","11200"," ","금호동1가"
" ","금호현대","1990"," "," "," ","106,000","26","4","2021"," "," ","79.8","2","98","N"," ","11200"," ","응봉동"
" ","서울숲 한신 더 휴","2003"," "," "," ","119,000","20","4","2021"," "," ","59.91","19","349","N"," ","11200"," ","행당동"
" ","서울숲 한신 더 휴","2003"," "," "," ","133,000","21","4","2021"," "," ","84.95","21","349","N"," ","11200"," ","행당동"
" ","서울숲성수현대","1990"," "," "," ","125,000","24","4","2021"," "," ","69.21","10","676-5","N"," ","11200"," ","성수동1가"
" ","대림e-편한세상","2000"," "," "," ","104,500","24","4","2021"," "," ","59.96","12","347","N"," ","11200"," ","행당동"
" ","트리마제","2017"," "," "," ","225,000","25","4","2021"," "," ","69.7244","44","718","N"," ","11200"," ","성수동1가"
" ","극동옥정","1998"," "," "," ","78,000","20","4","2021"," "," ","56.04","4","557","N"," ","11200"," ","옥수동"
" ","대림강변타운","2001"," "," "," ","155,000","23","4","2021"," "," ","114.88","10","15","N"," ","11200"," ","응봉동"
" ","중앙하이츠","1989"," "," "," ","79,500","24","4","2021"," "," ","71.85","14","199","N"," ","11200"," ","사근동"
" ","두산","1994"," "," "," ","100,000","23","4","2021"," "," ","59.97","15","1331","N"," ","11200"," ","금호동3가"
" ","블루빌","2014"," "," "," ","34,000","15","4","2021"," "," ","41.42","6","890-446","N"," ","11200"," ","하왕십리동"
" ","힐스테이트","2009"," "," "," ","199,500","19","4","2021"," "," ","117.13","7","843","N"," ","11200"," ","성수동2가"
" ","대림(2차)","1989"," "," "," ","91,000","22","4","2021"," "," ","59.91","8","97","N"," ","11200"," ","응봉동"
" ","행당한진타운","2000"," "," "," ","125,900","22","4","2021"," "," ","84.71","3","346","N"," ","11200"," ","행당동"
" ","래미안 옥수 리버젠","2012"," ","21.05.24","O","250,000","15","4","2021"," "," ","134.13","13","561","N"," ","11200"," ","옥수동"
" ","건영","2000"," "," "," ","90,000","17","4","2021"," "," ","84.945","14","90","N"," ","11200"," ","송정동"
" ","풍림아이원","2004"," "," "," ","176,000","23","4","2021"," "," ","84.767","10","60","N"," ","11200"," ","옥수동"
" ","서울숲 한신 더 휴","2003"," ","21.05.17","O","119,000","20","4","2021"," "," ","59.91","19","349","N"," ","11200"," ","행당동"
" ","힐스테이트서울숲리버","2018"," "," "," ","157,250","28","4","2021"," "," ","114.89","11","1553","N"," ","11200"," ","금호동4가"
" ","대림강변타운","2001"," "," "," ","103,000","21","4","2021"," "," ","59.76","3","15","N"," ","11200"," ","응봉동"
" ","롯데","2003"," "," "," ","136,000","28","4","2021"," "," ","84.99","7","1250","N"," ","11200"," ","금호동4가"
" ","서울숲한성","2003"," "," "," ","70,000","24","4","2021"," "," ","83.64","3","1-115","N"," ","11200"," ","행당동"
" ","센트럴큐브","2019"," "," "," ","30,800","13","4","2021"," "," ","24.76","9","12-47","N"," ","11200"," ","상왕십리동"
" ","옥수파크힐스101동~116동","2016"," "," "," ","159,500","24","4","2021"," "," ","59.88","11","528","N"," ","11200"," ","옥수동"
" ","센트럴큐브","2019"," "," "," ","31,000","16","4","2021"," "," ","23.95","15","12-47","N"," ","11200"," ","상왕십리동"
" ","이편한세상금호파크힐스","2019"," "," "," ","145,000","27","4","2021"," "," ","59.983","10","1823","N"," ","11200"," ","금호동1가"
" ","금호한신","2005"," "," "," ","130,000","10","4","2021"," "," ","84.49","12","1662","N"," ","11200"," ","금호동3가"
" ","힐스테이트서울숲리버","2018"," "," "," ","210,000","20","4","2021"," "," ","114.86","8","1553","N"," ","11200"," ","금호동4가"
