"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","동남","1971"," "," "," ","78,716","3","7","2021"," "," ","77.82","8","24","N"," ","11560"," ","영등포동5가"
" ","여의도자이","2008"," "," "," ","268,000","14","7","2021"," "," ","163.64","21","47","N"," ","11560"," ","여의도동"
" ","쌍용예가클래식","2010"," "," "," ","123,000","31","7","2021"," "," ","88.02","10","559","N"," ","11560"," ","당산동3가"
" ","쌍용예가클래식","2010"," "," "," ","103,000","31","7","2021"," "," ","68.28","4","559","N"," ","11560"," ","당산동3가"
" ","영등포그랑그루","2012"," "," "," ","13,300","31","7","2021"," "," ","12.1","6","103","N"," ","11560"," ","영등포동4가"
" ","문래자이","2001"," "," "," ","191,000","31","7","2021"," "," ","147.34","8","54","N"," ","11560"," ","문래동3가"
" ","영등포아트자이","2014"," "," "," ","135,000","31","7","2021"," "," ","84.854","7","821","N"," ","11560"," ","도림동"
" ","유원제일","1983"," "," "," ","120,000","29","7","2021"," "," ","84.78","11","91","N"," ","11560"," ","당산동4가"
" ","현대1차","1986"," "," "," ","80,000","29","7","2021"," "," ","79.52","4","46","N"," ","11560"," ","문래동6가"
" ","코오롱","1998"," "," "," ","100,300","31","7","2021"," "," ","84.93","11","607-1","N"," ","11560"," ","대림동"
" ","동부센트레빌","2003"," "," "," ","139,500","31","7","2021"," "," ","94.75","6","561","N"," ","11560"," ","당산동3가"
" ","아크로타워스퀘어","2017"," "," "," ","160,000","28","7","2021"," "," ","84.69","31","203","N"," ","11560"," ","영등포동7가"
" ","목화","1977"," "," "," ","198,000","26","7","2021"," "," ","89.92","3","30","N"," ","11560"," ","여의도동"
" ","시범","1971"," "," "," ","300,000","23","7","2021"," "," ","156.99","10","50","N"," ","11560"," ","여의도동"
" ","문래자이","2001"," "," "," ","164,400","22","7","2021"," "," ","84.98","21","54","N"," ","11560"," ","문래동3가"
" ","양평현대6차","2000"," "," "," ","86,000","25","7","2021"," "," ","59.98","1","101","N"," ","11560"," ","양평동3가"
" ","진로","1997"," "," "," ","119,800","31","7","2021"," "," ","84.87","15","16-1","N"," ","11560"," ","당산동1가"
" ","강변래미안","2002"," "," "," ","152,000","27","7","2021"," "," ","108.15","9","376","N"," ","11560"," ","당산동"
" ","현대3차","1997"," "," "," ","112,500","28","7","2021"," "," ","140.54","4","608-1","N"," ","11560"," ","대림동"
" ","강변래미안","2002"," "," "," ","125,000","28","7","2021"," "," ","79.05","1","376","N"," ","11560"," ","당산동"
" ","래미안에스티움","2017"," "," "," ","168,000","30","7","2021"," "," ","84.93","27","4950","N"," ","11560"," ","신길동"
" ","문래자이","2001"," "," "," ","179,700","22","7","2021"," "," ","121.53","11","54","N"," ","11560"," ","문래동3가"
" ","삼환","1997"," "," "," ","106,000","27","7","2021"," "," ","84.84","2","897-1","N"," ","11560"," ","신길동"
" ","동아에코빌","2000"," "," "," ","83,000","24","7","2021"," "," ","59.93","3","165-1","N"," ","11560"," ","도림동"
" ","신길센트럴아이파크","2019"," "," "," ","125,000","28","7","2021"," "," ","59.97","1","4955","N"," ","11560"," ","신길동"
" ","경남아너스빌","2000"," "," "," ","82,000","30","7","2021"," "," ","59.84","7","51-1","N"," ","11560"," ","양평동4가"
" ","경남아너스빌","1998"," "," "," ","94,000","25","7","2021"," "," ","59.9","16","46-1","N"," ","11560"," ","영등포동7가"
" ","강변한솔그라치아","2003"," "," "," ","83,000","29","7","2021"," "," ","94.26","4","121-41","N"," ","11560"," ","당산동"
" ","당산현대5차","2000"," "," "," ","142,000","30","7","2021"," "," ","84.69","8","30-1","N"," ","11560"," ","당산동4가"
" ","당산효성타운2차","2001"," "," "," ","159,500","29","7","2021"," "," ","84.38","13","13","N"," ","11560"," ","당산동5가"
" ","당산삼성래미안4차","2003"," "," "," ","188,500","29","7","2021"," "," ","133.42","16","42","N"," ","11560"," ","당산동5가"
" ","경남아너스빌","2000"," "," "," ","87,500","24","7","2021"," "," ","59.84","18","51-1","N"," ","11560"," ","양평동4가"
" ","문래대림","2000"," "," "," ","77,700","21","7","2021"," "," ","59.96","19","1","N"," ","11560"," ","문래동5가"
" ","우성2","1992"," "," "," ","67,000","31","7","2021"," "," ","79.91","8","695","N"," ","11560"," ","대림동"
" ","코오롱","1998"," "," "," ","88,000","31","7","2021"," "," ","59.94","4","607-1","N"," ","11560"," ","대림동"
" ","당산계룡리슈빌2단지","2014"," "," "," ","77,000","27","7","2021"," "," ","40.154","12","566","N"," ","11560"," ","당산동3가"
" ","당산현대5차","2000"," "," "," ","130,000","24","7","2021"," "," ","84.69","1","30-1","N"," ","11560"," ","당산동4가"
" ","양평현대6차","2000"," "," "," ","93,000","3","7","2021"," "," ","59.98","20","101","N"," ","11560"," ","양평동3가"
" ","대림현대","1999"," "," "," ","82,000","29","7","2021"," "," ","84.96","18","946-1","N"," ","11560"," ","대림동"
" ","당산계룡리슈빌1단지","2014"," "," "," ","87,900","24","7","2021"," "," ","47.25","11","564","N"," ","11560"," ","당산동3가"
