"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","청계한신휴플러스","2010"," "," "," ","107,000","5","3","2021"," "," ","59.74","3","1002","N"," ","11230"," ","답십리동"
" ","청계한신휴플러스","2010"," ","21.08.19","O","107,000","6","3","2021"," "," ","59.74","3","1002","N"," ","11230"," ","답십리동"
" ","래미안 허브리츠","2011"," "," "," ","126,500","3","3","2021"," "," ","84.96","2","792","N"," ","11230"," ","용두동"
" ","건영스타밸리","2021"," "," "," ","57,000","25","3","2021"," "," ","62.15","6","757-12","N"," ","11230"," ","제기동"
" ","래미안아름숲","2012"," "," "," ","139,000","3","3","2021"," "," ","114.9","4","688","N"," ","11230"," ","전농동"
" ","래미안 허브리츠","2011"," "," "," ","129,000","19","3","2021"," "," ","84.97","15","792","N"," ","11230"," ","용두동"
" ","래미안 허브리츠","2011"," "," "," ","112,000","3","3","2021"," "," ","59.98","3","792","N"," ","11230"," ","용두동"
" ","삼익","1997"," "," "," ","74,500","27","3","2021"," "," ","59.95","4","73","N"," ","11230"," ","이문동"
" ","전농우성","1992"," "," "," ","64,000","27","3","2021"," "," ","59.78","11","6","N"," ","11230"," ","전농동"
" ","대림e-편한세상","2003"," "," "," ","84,000","27","3","2021"," "," ","59.958","14","225","N"," ","11230"," ","이문동"
" ","이문삼성래미안아파트","2001"," "," "," ","90,000","30","3","2021"," "," ","114.988","6","425","N"," ","11230"," ","이문동"
" ","보광타워","2019"," "," "," ","24,500","26","3","2021"," "," ","24.27","14","530-4","N"," ","11230"," ","답십리동"
" ","휘경베스트빌현대","2000"," "," "," ","64,000","24","3","2021"," "," ","59.92","16","52","N"," ","11230"," ","휘경동"
" ","건영스타밸리","2021"," ","21.05.14","O","57,000","25","3","2021"," "," ","62.15","6","757-12","N"," ","11230"," ","제기동"
" ","주공2","2001"," "," "," ","47,500","27","3","2021"," "," ","39.98","8","57","N"," ","11230"," ","휘경동"
" ","휘경동일하이빌","2005"," "," "," ","66,900","29","3","2021"," "," ","59.934","1","365","N"," ","11230"," ","휘경동"
" ","전농우성","1992"," "," "," ","62,500","28","3","2021"," "," ","59.78","4","6","N"," ","11230"," ","전농동"
" ","제이드파크(382-2)","2014"," "," "," ","43,000","25","3","2021"," "," ","84.98","7","382-2","N"," ","11230"," ","장안동"
" ","휘경제이스카이아파트","2016"," "," "," ","73,000","22","3","2021"," "," ","84.43","3","369","N"," ","11230"," ","휘경동"
" ","미주","1978"," "," "," ","126,000","23","3","2021"," "," ","102.15","4","235-1","N"," ","11230"," ","청량리동"
" ","한신","1997"," "," "," ","78,000","20","3","2021"," "," ","59.97","15","60","N"," ","11230"," ","청량리동"
" ","베라체캠퍼스","2013"," "," "," ","32,700","25","3","2021"," "," ","33.34","7","346-18","N"," ","11230"," ","회기동"
" ","흥해오크팰리스(576-0)","2007"," "," "," ","74,000","27","3","2021"," "," ","84.62","7","576","N"," ","11230"," ","장안동"
" ","두산","2000"," "," "," ","89,500","17","3","2021"," "," ","114.97","1","990","N"," ","11230"," ","답십리동"
" ","민족통일MJ캠퍼스경희대2차","2021"," "," "," ","29,980","16","3","2021"," "," ","17.67","10","65-39","N"," ","11230"," ","회기동"
" ","신답극동","1987"," "," "," ","90,000","30","3","2021"," "," ","71.28","11","464-1","N"," ","11230"," ","답십리동"
" ","푸른마을(284-3)","2004"," "," "," ","39,300","27","3","2021"," "," ","59.94","2","284-3","N"," ","11230"," ","장안동"
" ","장안현대홈타운(336)","2003"," "," "," ","94,400","17","3","2021"," "," ","84.78","15","336","N"," ","11230"," ","장안동"
" ","답십리청솔우성","2000"," "," "," ","72,000","23","3","2021"," "," ","59.74","11","80","N"," ","11230"," ","답십리동"
" ","휘경","1972"," "," "," ","31,000","19","3","2021"," "," ","64.93","1","43-66","N"," ","11230"," ","휘경동"
" ","휘경동일하이빌","2005"," "," "," ","81,000","18","3","2021"," "," ","84.997","4","365","N"," ","11230"," ","휘경동"
" ","미주","1978"," ","21.04.22","O","175,000","16","3","2021"," "," ","170.31","7","235-1","N"," ","11230"," ","청량리동"
" ","전농우성","1992"," "," "," ","80,000","16","3","2021"," "," ","84.84","2","6","N"," ","11230"," ","전농동"
" ","두산","2000"," "," "," ","96,000","16","3","2021"," "," ","114.97","23","990","N"," ","11230"," ","답십리동"
" ","장안힐스테이트","2007"," "," "," ","88,000","25","3","2021"," "," ","59.885","10","329-2","N"," ","11230"," ","장안동"
" ","신답극동","1987"," "," "," ","102,000","27","3","2021"," "," ","105.59","15","464-1","N"," ","11230"," ","답십리동"
" ","베라체캠퍼스","2013"," "," "," ","23,500","31","3","2021"," "," ","24.319","9","346-18","N"," ","11230"," ","회기동"
" ","장안평월드메르디앙2차","2007"," "," "," ","83,000","18","3","2021"," "," ","84.85","10","575","N"," ","11230"," ","장안동"
