"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","경남","1989"," "," "," ","50,000","19","12","2021","중개거래","서울 중랑구","59.94","5","226","N"," ","11260"," ","망우동"
" ","대보","1988"," "," "," ","39,000","10","12","2021","중개거래","서울 중랑구","44.01","5","236-7","N"," ","11260"," ","망우동"
" ","형진","1996"," "," "," ","54,800","15","12","2021","중개거래","서울 동대문구","59.94","4","1512","N"," ","11260"," ","면목동"
" ","프레미어스엠코","2013"," "," "," ","122,000","24","12","2021","중개거래","서울 중랑구","101.08","28","500","N"," ","11260"," ","상봉동"
" ","건원베스트원","2015"," "," "," ","17,900","30","12","2021","중개거래","서울 중랑구","17.43","12","105-4","N"," ","11260"," ","면목동"
" ","신내대림아파트","1995"," "," "," ","105,000","31","12","2021","중개거래","서울 중랑구","102.7","4","20","N"," ","11260"," ","묵동"
" ","이편한세상화랑대","2017"," "," "," ","114,000","26","12","2021","중개거래","서울 중랑구","84.834","12","396","N"," ","11260"," ","묵동"
" ","건영1","1997"," "," "," ","83,000","25","12","2021","중개거래","서울 중랑구","84.96","6","1","N"," ","11260"," ","상봉동"
" ","포인트아파트비동","2005"," "," "," ","51,500","27","12","2021","중개거래","서울 중랑구","83.2","4","142-8","N"," ","11260"," ","면목동"
" ","청원다미소","2004"," "," "," ","69,500","31","12","2021","중개거래","서울 중랑구","84.77","5","286-22","N"," ","11260"," ","중화동"
" ","예성그린캐슬","2004"," "," "," ","47,500","15","12","2021","중개거래","서울 중랑구","58.9","3","577","N"," ","11260"," ","망우동"
" ","묵동자이(1단지)","2010"," "," "," ","102,000","14","12","2021","중개거래","서울 중랑구","111.32","21","164-4","N"," ","11260"," ","묵동"
" ","신내9진흥","1996"," "," "," ","44,000","17","12","2021","중개거래","서울 중랑구","33.18","11","657","N"," ","11260"," ","신내동"
" ","이편한세상화랑대","2017"," ","22.02.28","O","101,500","15","12","2021","중개거래","서울 중랑구","59.953","14","396","N"," ","11260"," ","묵동"
" ","해오름101동","2005"," "," "," ","52,000","29","12","2021","중개거래","서울 중랑구","84.972","4","508-14","N"," ","11260"," ","망우동"
" ","이편한세상화랑대","2017"," "," "," ","110,000","12","12","2021","중개거래","서울 중랑구","84.834","9","396","N"," ","11260"," ","묵동"
" ","면목삼익아파트","1997"," "," "," ","85,000","20","12","2021","중개거래","서울 강남구 서울 중랑구","84.99","8","1516","N"," ","11260"," ","면목동"
" ","신도","1998"," "," "," ","30,000","22","12","2021","직거래"," ","30.81","22","167","N"," ","11260"," ","묵동"
" ","신내9진흥","1996"," "," "," ","42,400","23","12","2021","중개거래","서울 중랑구","33.18","15","657","N"," ","11260"," ","신내동"
" ","신내","1996"," "," "," ","52,500","23","12","2021","중개거래","서울 중랑구","39.84","5","13","N"," ","11260"," ","묵동"
" ","신내6대주","1996"," "," "," ","75,500","20","12","2021","중개거래","서울 중랑구","59.76","7","650","N"," ","11260"," ","신내동"
" ","데시앙","2010"," "," "," ","69,000","18","12","2021","중개거래","서울 중랑구","59.99","1","317","N"," ","11260"," ","신내동"
" ","동양엔파트2차","2013"," "," "," ","96,000","4","12","2021","중개거래","서울 중랑구","84.87","7","454","N"," ","11260"," ","중화동"
