"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","현대","2000"," "," "," ","93,000","31","7","2021"," "," ","84.94","1","40-12","N"," ","11440"," ","중동"
" ","마포자이2차","2014"," "," "," ","220,000","30","7","2021"," "," ","118.79","20","804","N"," ","11440"," ","대흥동"
" ","한강밤섬자이","2010"," "," "," ","168,000","31","7","2021"," "," ","84.99","19","101","N"," ","11440"," ","하중동"
" ","청기와","2000"," "," "," ","80,000","31","7","2021"," "," ","72.28","8","515-23","N"," ","11440"," ","연남동"
" ","상록","1997"," "," "," ","91,000","28","7","2021"," "," ","58.71","1","515-1","N"," ","11440"," ","염리동"
" ","공덕2삼성래미안","2004"," "," "," ","132,000","31","7","2021"," "," ","59.97","3","43","N"," ","11440"," ","공덕동"
" ","서강GS","1999"," "," "," ","100,000","27","7","2021"," "," ","59.98","8","30","N"," ","11440"," ","신정동"
" ","상암월드컵파크12단지","2010"," "," "," ","98,000","28","7","2021"," "," ","59.73","9","1743","N"," ","11440"," ","상암동"
" ","창전쌍용스윗닷홈","2005"," "," "," ","117,000","26","7","2021"," "," ","84.983","5","441","N"," ","11440"," ","창전동"
" ","애오개아이파크","2016"," "," "," ","50,000","31","7","2021"," "," ","30.01","9","780","N"," ","11440"," ","아현동"
" ","대우월드마크마포","2011"," "," "," ","145,000","31","7","2021"," "," ","96.54","19","173","N"," ","11440"," ","신공덕동"
" ","한강밤섬자이","2010"," "," "," ","235,000","30","7","2021"," "," ","118.28","14","101","N"," ","11440"," ","하중동"
" ","중동계룡아파트","2000"," "," "," ","100,000","29","7","2021"," "," ","84.6","5","391","N"," ","11440"," ","중동"
" ","상암마젤란21","2005"," "," "," ","77,600","27","7","2021"," "," ","55.85","9","513","N"," ","11440"," ","망원동"
" ","마포용강삼성래미안","2003"," "," "," ","166,500","31","7","2021"," "," ","84.2","12","380","N"," ","11440"," ","용강동"
" ","장미(466-0)","2000"," "," "," ","84,000","29","7","2021"," "," ","78.22","8","466","N"," ","11440"," ","합정동"
" ","대상3","2000"," "," "," ","85,000","26","7","2021"," "," ","84.9","10","491","N"," ","11440"," ","망원동"
" ","공덕1삼성래미안","1999"," "," "," ","117,000","24","7","2021"," "," ","59.74","10","371","N"," ","11440"," ","공덕동"
" ","공덕3삼성래미안","2004"," "," "," ","186,000","28","7","2021"," "," ","114.98","11","457","N"," ","11440"," ","공덕동"
" ","DMC상암센트럴파크1단지","2009"," "," "," ","140,000","23","7","2021"," "," ","84.91","12","1630","N"," ","11440"," ","상암동"
" ","세원","1996"," "," "," ","57,000","26","7","2021"," "," ","59.87","5","142-9","N"," ","11440"," ","성산동"
" ","참존1차(419-3)","2005"," "," "," ","59,500","21","7","2021"," "," ","62.78","6","419-3","N"," ","11440"," ","망원동"
" ","광남벨라스(1차)","2004"," "," "," ","102,000","17","7","2021"," "," ","121.34","3","465-1","N"," ","11440"," ","서교동"
" ","래미안공덕4차","2005"," "," "," ","140,000","23","7","2021"," "," ","59.9","11","464","N"," ","11440"," ","공덕동"
" ","신촌숲아이파크","2019"," "," "," ","193,000","30","7","2021"," "," ","84.665","20","462","N"," ","11440"," ","신수동"
" ","도화현대","1998"," "," "," ","106,700","31","7","2021"," "," ","59.4","8","547","N"," ","11440"," ","도화동"
" ","래미안웰스트림","2016"," "," "," ","173,500","21","7","2021"," "," ","84.9","6","225","N"," ","11440"," ","현석동"
" ","비체힐리버뷰","2012"," "," "," ","23,000","29","7","2021"," "," ","25.6446","6","449","N"," ","11440"," ","마포동"
" ","대흥동태영아파트","1999"," "," "," ","125,000","31","7","2021"," "," ","59.4","14","660","N"," ","11440"," ","대흥동"
" ","뉴성신아파트","2021"," ","21.09.18","O","72,500","24","7","2021"," "," ","59.5","5","433-4","N"," ","11440"," ","망원동"
" ","뉴성신아파트","2021"," "," "," ","72,000","24","7","2021"," "," ","67.13","2","433-4","N"," ","11440"," ","망원동"
" ","밤섬경남아너스빌","2009"," "," "," ","140,000","24","7","2021"," "," ","84.83","4","459","N"," ","11440"," ","신수동"
" ","삼성강변","1998"," "," "," ","119,000","21","7","2021"," "," ","115.5","1","400-6","N"," ","11440"," ","합정동"
" ","울트라월드컵(참누리)","2006"," "," "," ","127,000","28","7","2021"," "," ","84.9572","18","398","N"," ","11440"," ","중동"
" ","성산월드타운대림","2004"," "," "," ","107,500","24","7","2021"," "," ","84.689","14","601","N"," ","11440"," ","성산동"
" ","성산동성","1999"," "," "," ","75,000","24","7","2021"," "," ","60","9","597","N"," ","11440"," ","성산동"
" ","마포자이더센트리지(102동~112동)","2022"," "," "," ","152,500","24","7","2021"," "," ","59.99","20","533","N"," ","11440"," ","염리동"
" ","세양청마루","2003"," "," "," ","138,000","21","7","2021"," "," ","111.88","12","451","N"," ","11440"," ","신수동"
" ","함성참좋은","2004"," "," "," ","74,700","25","7","2021"," "," ","95.54","2","247-72","N"," ","11440"," ","서교동"
" ","DMC마포청구아파트","1994"," "," "," ","106,000","16","7","2021"," "," ","84.9","15","390","N"," ","11440"," ","중동"
" ","대명","1995"," "," "," ","79,500","20","7","2021"," "," ","59.99","16","259-1","N"," ","11440"," ","연남동"
