"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","금호","2002"," "," "," ","50,000","4","8","2021"," "," ","106.24","5","1039-3","N"," ","11500"," ","화곡동"
" ","장미","1994"," "," "," ","63,500","19","8","2021"," "," ","73.68","4","61-2","N"," ","11500"," ","공항동"
" ","장미","1994"," "," "," ","53,000","27","8","2021"," "," ","62.4","2","61-2","N"," ","11500"," ","공항동"
" ","푸른숲","2007"," "," "," ","36,000","21","8","2021"," "," ","59.97","4","460-1","N"," ","11500"," ","화곡동"
" ","한진로즈힐","2004"," "," "," ","65,500","24","8","2021"," "," ","59.92","2","579","N"," ","11500"," ","방화동"
" ","대동황토방2","2003"," "," "," ","77,000","16","8","2021"," "," ","59.93","3","713","N"," ","11500"," ","등촌동"
" ","동성","1995"," "," "," ","113,000","7","8","2021"," "," ","134.94","9","691-1","N"," ","11500"," ","등촌동"
" ","한진로즈힐","2004"," "," "," ","88,000","28","8","2021"," "," ","84.93","3","579","N"," ","11500"," ","방화동"
" ","강서한강월드메르디앙","2006"," "," "," ","109,000","17","8","2021"," "," ","84.9","4","1462","N"," ","11500"," ","가양동"
" ","한보구암마을","1999"," "," "," ","76,600","31","8","2021"," "," ","59.22","3","1495","N"," ","11500"," ","가양동"
" ","한미(286-1)","1988"," "," "," ","59,900","31","8","2021"," "," ","47.22","2","286-1","N"," ","11500"," ","방화동"
" ","대동황토방","2000"," "," "," ","83,100","27","8","2021"," "," ","84.95","1","631-9","N"," ","11500"," ","등촌동"
" ","삼정그린코아","2001"," "," "," ","126,000","30","8","2021"," "," ","114.877","7","282","N"," ","11500"," ","염창동"
" ","중앙화곡하이츠","1988"," "," "," ","56,000","28","8","2021"," "," ","56.88","10","351-89","N"," ","11500"," ","화곡동"
" ","까치산(101동)","2003"," "," "," ","50,000","27","8","2021"," "," ","86.49","4","105-500","N"," ","11500"," ","화곡동"
" ","우장산힐스테이트","2005"," "," "," ","143,000","31","8","2021"," "," ","84.98","15","657","N"," ","11500"," ","내발산동"
" ","방화5","1994"," "," "," ","59,000","25","8","2021"," "," ","33.18","13","814","N"," ","11500"," ","방화동"
" ","한보구암마을","1999"," "," "," ","75,000","24","8","2021"," "," ","59.22","2","1495","N"," ","11500"," ","가양동"
" ","우장산롯데캐슬","2003"," "," "," ","135,000","31","8","2021"," "," ","117.19","15","1145","N"," ","11500"," ","화곡동"
" ","유니드","2005"," "," "," ","67,800","23","8","2021"," "," ","69.92","3","712-2","N"," ","11500"," ","내발산동"
" ","대림e-편한세상","2003"," "," "," ","87,500","27","8","2021"," "," ","67.68","8","874","N"," ","11500"," ","방화동"
" ","다울","2004"," "," "," ","48,900","22","8","2021"," "," ","72.9","2","675-10","N"," ","11500"," ","내발산동"
" ","강서힐스테이트","2015"," "," "," ","124,500","28","8","2021"," "," ","59.99","16","1165","N"," ","11500"," ","화곡동"
