"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","북한강(성원)","2001"," "," "," ","188,000","29","10","2021"," "," ","59.55","19","422","N"," ","11170"," ","이촌동"
" ","용산파크타워(24-0)","2009"," "," "," ","260,000","25","10","2021"," "," ","100.29","32","24","N"," ","11170"," ","용산동5가"
" ","리버힐삼성","2001"," "," "," ","140,000","30","10","2021"," "," ","59.55","13","193","N"," ","11170"," ","산천동"
" ","태성1","1975"," "," "," ","80,000","28","10","2021"," "," ","59.95","4","644-2","N"," ","11170"," ","한남동"
" ","한강자이에클라트","2006"," "," "," ","125,000","29","10","2021"," "," ","80.77","20","16-85","N"," ","11170"," ","한강로3가"
" ","신동아","1984"," "," "," ","450,000","18","10","2021"," "," ","210.25","12","241-21","N"," ","11170"," ","서빙고동"
" ","한강로대우아이빌","2004"," "," "," ","33,000","16","10","2021"," "," ","28.22","13","2-11","N"," ","11170"," ","한강로2가"
" ","한남동동원베네스트","2010"," "," "," ","130,000","28","10","2021"," "," ","81.83","3","522-1","N"," ","11170"," ","한남동"
" ","리버힐삼성","2001"," "," "," ","182,000","6","10","2021"," "," ","114.48","17","193","N"," ","11170"," ","산천동"
" ","동부센트레빌","2001"," "," "," ","250,000","24","10","2021"," "," ","100.92","18","418","N"," ","11170"," ","이촌동"
" ","이태원(이테크빌)","2002"," "," "," ","160,000","12","10","2021"," "," ","84.48","3","730","N"," ","11170"," ","이태원동"
" ","한가람","1998"," "," "," ","190,000","18","10","2021"," "," ","59.88","10","404","N"," ","11170"," ","이촌동"
" ","G&D용산드림","2020"," "," "," ","71,000","27","10","2021"," "," ","18.55","5","212-41","N"," ","11170"," ","이촌동"
" ","강변","1971"," "," "," ","120,000","3","10","2021"," "," ","63.93","5","193-3","N"," ","11170"," ","이촌동"
" ","한강자이에클라트","2006"," "," "," ","115,000","2","10","2021"," "," ","68.59","17","16-85","N"," ","11170"," ","한강로3가"
" ","한가람","1998"," "," "," ","190,000","2","10","2021"," "," ","59.88","13","404","N"," ","11170"," ","이촌동"
" ","센트레빌아스테리움서울","2013"," "," "," ","186,000","5","10","2021"," "," ","149.05","15","45","N"," ","11170"," ","동자동"
" ","강변삼성스위트","1999"," "," "," ","138,500","5","10","2021"," "," ","59.94","6","178","N"," ","11170"," ","원효로4가"
" ","나인원한남","2019"," "," "," ","840,000","14","10","2021"," "," ","273.4125","1","829","N"," ","11170"," ","한남동"
" ","용산롯데캐슬센터포레","2019"," "," "," ","158,000","17","10","2021"," "," ","59.9525","6","287","N"," ","11170"," ","효창동"
" ","한강맨숀","1971"," "," "," ","400,000","3","10","2021"," "," ","120.56","4","300-23","N"," ","11170"," ","이촌동"
" ","용산파크타워(24-1)","2009"," "," "," ","480,000","4","10","2021"," "," ","205.29","25","24-1","N"," ","11170"," ","용산동5가"
" ","LG한강자이","2003"," "," "," ","345,000","4","10","2021"," "," ","169.44","22","430","N"," ","11170"," ","이촌동"
" ","한가람","1998"," "," "," ","238,000","11","10","2021"," "," ","84.89","22","404","N"," ","11170"," ","이촌동"
" ","한가람","1998"," "," "," ","181,500","14","10","2021"," "," ","59.88","4","404","N"," ","11170"," ","이촌동"
" ","대우월드마크용산","2007"," "," "," ","206,000","2","10","2021"," "," ","133.085","17","64","N"," ","11170"," ","한강로1가"
" ","삼성래미안","2001"," "," "," ","165,000","13","10","2021"," "," ","114.99","12","23","N"," ","11170"," ","도원동"
" ","효창팰리스2차","2002"," "," "," ","94,800","2","10","2021"," "," ","84.03","2","5-49","N"," ","11170"," ","효창동"
" ","삼성래미안","2001"," "," "," ","143,000","2","10","2021"," "," ","59.94","9","23","N"," ","11170"," ","도원동"
" ","한가람","1998"," "," "," ","184,900","5","10","2021"," "," ","59.88","9","404","N"," ","11170"," ","이촌동"
" ","삼성래미안","2001"," "," "," ","174,000","9","10","2021"," "," ","114.99","22","23","N"," ","11170"," ","도원동"
" ","성아1","1970"," "," "," ","48,000","7","10","2021"," "," ","44.73","11","263-10","N"," ","11170"," ","한남동"
" ","용산KCC웰츠타워","2015"," "," "," ","164,000","2","10","2021"," "," ","84.68","23","11-10","N"," ","11170"," ","문배동"
" ","용산큐브","2013"," "," "," ","19,500","5","10","2021"," "," ","13.01","20","24-4","N"," ","11170"," ","문배동"
