"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","상계주공9(고층)","1988"," "," "," ","58,000","29","12","2021","중개거래","서울 노원구","45.9","11","670","N"," ","11350"," ","상계동"
" ","장미(시영6)","1989"," "," "," ","56,500","25","12","2021","중개거래","서울 노원구","43.41","4","273","N"," ","11350"," ","하계동"
" ","태강아파트(아이파크)","1999"," "," "," ","60,000","27","12","2021","중개거래","서울 노원구","49.6","9","81","N"," ","11350"," ","공릉동"
" ","삼호4","1987"," "," "," ","73,600","31","12","2021","중개거래","서울 노원구","50.18","9","12","N"," ","11350"," ","월계동"
" ","중계그린1단지","1990"," "," "," ","57,500","24","12","2021","중개거래","서울 노원구","39.91","4","502-1","N"," ","11350"," ","중계동"
" ","벽산","1989"," "," "," ","50,000","28","12","2021","중개거래","서울 노원구","46.8","11","173-1","N"," ","11350"," ","상계동"
" ","청암2단지","2001"," "," "," ","57,500","24","12","2021","중개거래","서울 노원구","49.77","9","1276","N"," ","11350"," ","상계동"
" ","동부아파트","1996"," "," "," ","57,000","26","12","2021","중개거래","서울 노원구","59.34","4","705","N"," ","11350"," ","공릉동"
" ","두산","1994"," "," "," ","50,000","22","12","2021","중개거래","서울 노원구","51.66","7","1110","N"," ","11350"," ","상계동"
" ","상계대림","1989"," "," "," ","62,900","22","12","2021","중개거래","서울 노원구","59.67","12","172","N"," ","11350"," ","상계동"
" ","공릉우성아파트","1995"," "," "," ","60,500","24","12","2021","중개거래","서울 노원구","59.26","12","738","N"," ","11350"," ","공릉동"
" ","상계주공6(고층)","1988"," "," "," ","79,000","15","12","2021","중개거래","서울 노원구","58.01","11","720","N"," ","11350"," ","상계동"
" ","상계주공9(고층)","1988"," "," "," ","57,000","16","12","2021","중개거래","서울 노원구","45.9","12","670","N"," ","11350"," ","상계동"
" ","삼성","1999"," "," "," ","94,000","18","12","2021","중개거래","서울 노원구","84.75","5","593","N"," ","11350"," ","중계동"
" ","현대","2000"," "," "," ","84,500","20","12","2021","중개거래","서울 노원구","84.98","2","929","N"," ","11350"," ","월계동"
" ","수락현대","1995"," "," "," ","72,200","15","12","2021","중개거래","서울 노원구","84.87","6","1272","N"," ","11350"," ","상계동"
" ","주공2","1992"," "," "," ","48,000","22","12","2021","중개거래","서울 노원구","38.64","15","556","N"," ","11350"," ","월계동"
" ","건영","1988"," "," "," ","92,500","11","12","2021","중개거래","서울 노원구","74.58","13","271-3","N"," ","11350"," ","하계동"
" ","포레나노원","2020"," ","22.04.01","O","133,500","4","12","2021","중개거래","서울 노원구","74.9561","13","680","N"," ","11350"," ","상계동"
" ","동신아파트","1999"," "," "," ","63,000","21","12","2021","중개거래","서울 노원구","59.99","15","745","N"," ","11350"," ","공릉동"
" ","성원1","1996"," "," "," ","91,200","6","12","2021","중개거래","서울 노원구","59.75","16","580","N"," ","11350"," ","중계동"
" ","극동","1988"," "," "," ","93,800","7","12","2021","중개거래","서울 노원구","84.91","2","271-3","N"," ","11350"," ","하계동"
" ","상계주공6(고층)","1988"," "," "," ","64,000","9","12","2021","중개거래","서울 노원구","41.3","2","720","N"," ","11350"," ","상계동"
" ","중계그린1단지","1990"," "," "," ","59,800","11","12","2021","중개거래","서울 노원구","39.78","9","502-1","N"," ","11350"," ","중계동"
" ","삼익4단지아파트","1994"," "," "," ","59,000","22","12","2021","중개거래","서울 노원구","49.5","8","714","N"," ","11350"," ","공릉동"
" ","청백4","1998"," "," "," ","75,000","10","12","2021","직거래"," ","84.54","14","781","N"," ","11350"," ","월계동"
" ","동신아파트","1999"," "," "," ","89,000","8","12","2021","중개거래","서울 노원구","114.98","14","745","N"," ","11350"," ","공릉동"
" ","주공5","1992"," "," "," ","51,000","18","12","2021","중개거래","서울 노원구","38.64","13","359-1","N"," ","11350"," ","중계동"
" ","대망드림힐1","2003"," "," "," ","72,000","4","12","2021","중개거래","서울 노원구","67.239","12","1304","N"," ","11350"," ","상계동"
" ","라이프","1993"," "," "," ","120,000","8","12","2021","중개거래","서울 노원구","101.85","1","366","N"," ","11350"," ","중계동"
" ","상계불암대림","2000"," "," "," ","81,500","1","12","2021","중개거래","서울 노원구","84.96","18","1289","N"," ","11350"," ","상계동"
" ","청암2단지","2001"," "," "," ","55,900","24","12","2021","중개거래","서울 노원구","59.96","1","1276","N"," ","11350"," ","상계동"
" ","노원센트럴푸르지오","2021"," "," "," ","101,500","28","12","2021","중개거래","서울 노원구","59.996","17","1355","N"," ","11350"," ","상계동"
" ","상계주공10(저층)","1988"," "," "," ","73,000","11","12","2021","중개거래","서울 노원구","54.54","3","666","N"," ","11350"," ","상계동"
" ","한일휴니스빌","2013"," "," "," ","13,000","11","12","2021","중개거래","서울 노원구","13.92","19","683-14","N"," ","11350"," ","공릉동"
" ","주공2","1992"," "," "," ","53,800","13","12","2021","중개거래","서울 노원구","44.52","12","556","N"," ","11350"," ","월계동"
" ","시영3차(라이프)아파트","1994"," "," "," ","45,000","1","12","2021","직거래"," ","39.6","9","715","N"," ","11350"," ","공릉동"
" ","풍림아파트A","2001"," "," "," ","80,000","22","12","2021","중개거래","서울 노원구","84.99","16","725","N"," ","11350"," ","공릉동"
" ","노원현대","1997"," "," "," ","82,000","15","12","2021","중개거래","서울 노원구","84.78","5","359","N"," ","11350"," ","상계동"
" ","주공5","1992"," "," "," ","105,000","11","12","2021","중개거래","경기 남양주시","76.51","10","359-1","N"," ","11350"," ","중계동"
" ","상계주공3(고층)","1987"," "," "," ","85,000","10","12","2021","중개거래","서울 노원구","58.01","9","730-2","N"," ","11350"," ","상계동"
" ","상계주공3(고층)","1987"," "," "," ","95,000","8","12","2021","중개거래","서울 노원구","84.2","4","730-2","N"," ","11350"," ","상계동"
" ","주공2","1992"," "," "," ","67,500","5","12","2021","중개거래","서울 강북구 서울 성북구","58.65","4","556","N"," ","11350"," ","월계동"
" ","한진한화그랑빌","2002"," "," "," ","125,000","6","12","2021","중개거래","서울 노원구","114.97","24","18","N"," ","11350"," ","월계동"
" ","청백3","1998"," "," "," ","42,500","7","12","2021","중개거래","서울 노원구","39.84","13","780","N"," ","11350"," ","월계동"
" ","보람아파트","1988"," "," "," ","59,800","6","12","2021","중개거래","서울 노원구","44.33","10","639","N"," ","11350"," ","상계동"
" ","동아불암","1999"," "," "," ","77,000","10","12","2021","중개거래","서울 노원구","84.9","7","1285","N"," ","11350"," ","상계동"
" ","건영2","1991"," "," "," ","86,000","4","12","2021","중개거래","서울 노원구","75.02","8","515-2","N"," ","11350"," ","중계동"
" ","상계주공3(고층)","1987"," "," "," ","81,000","4","12","2021","중개거래","서울 노원구","58.01","10","730-2","N"," ","11350"," ","상계동"
" ","수락파크빌","2001"," "," "," ","105,000","15","12","2021","중개거래","서울 노원구","114.82","5","1269","N"," ","11350"," ","상계동"
" ","수락현대","1995"," "," "," ","63,000","15","12","2021","중개거래","서울 노원구","84.74","1","1272","N"," ","11350"," ","상계동"
" ","금호타운","1995"," "," "," ","69,500","3","12","2021","중개거래","서울 노원구","84.54","9","1270","N"," ","11350"," ","상계동"
" ","코오롱","1997"," "," "," ","88,000","15","12","2021","직거래"," ","84.9","16","1281","N"," ","11350"," ","상계동"
" ","상계주공6(고층)","1988"," "," "," ","72,000","3","12","2021","중개거래","서울 노원구","49.94","3","720","N"," ","11350"," ","상계동"
" ","금호타운(583)","1997"," "," "," ","69,300","13","12","2021","중개거래","서울 노원구","59.52","4","583","N"," ","11350"," ","중계동"
" ","중계그린1단지","1990"," "," "," ","58,000","2","12","2021","중개거래","서울 노원구","39.92","2","502-1","N"," ","11350"," ","중계동"
" ","신명아파트","1995"," "," "," ","59,000","2","12","2021","중개거래","서울 노원구","59.99","12","382-14","N"," ","11350"," ","공릉동"
" ","주공5","1992"," "," "," ","86,000","3","12","2021","직거래"," ","58.46","14","359-1","N"," ","11350"," ","중계동"
" ","벽산","1989"," "," "," ","50,000","2","12","2021","중개거래","서울 노원구","46.8","14","173-1","N"," ","11350"," ","상계동"
