"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","래미안루센티아","2020"," "," "," ","107,500","4","2","2021"," "," ","59.98","13","390","N"," ","11410"," ","남가좌동"
" ","현대(1,2차)","1988"," "," "," ","71,000","21","2","2021"," "," ","77.49","12","202-5","N"," ","11410"," ","홍은동"
" ","DMC래미안e편한세상","2012"," "," "," ","124,000","15","2","2021"," "," ","84.94","7","481","N"," ","11410"," ","북가좌동"
" ","e편한세상신촌1단지","2018"," "," "," ","150,000","26","2","2021"," "," ","84.93","1","1013","N"," ","11410"," ","북아현동"
" ","DMC파크뷰자이3단지","2015"," "," "," ","109,000","27","2","2021"," "," ","59.981","20","385","N"," ","11410"," ","남가좌동"
" ","홍제삼성래미안","2001"," "," "," ","81,500","24","2","2021"," "," ","60","11","461","N"," ","11410"," ","홍제동"
" ","현대(1,2차)","1988"," "," "," ","79,000","26","2","2021"," "," ","84.77","7","202-5","N"," ","11410"," ","홍은동"
" ","두산","1999"," "," "," ","80,700","26","2","2021"," "," ","59.96","2","1009","N"," ","11410"," ","북아현동"
" ","DMC센트럴아이파크","2018"," "," "," ","140,000","28","2","2021"," "," ","84.97","14","388","N"," ","11410"," ","남가좌동"
" ","남가좌동현대","1999"," "," "," ","104,000","26","2","2021"," "," ","114.9","4","376","N"," ","11410"," ","남가좌동"
" ","신촌럭키","1999"," "," "," ","73,000","22","2","2021"," "," ","59.7","5","144","N"," ","11410"," ","대현동"
" ","은하","1971"," "," "," ","24,500","28","2","2021"," "," ","49.59","1","105-4","N"," ","11410"," ","연희동"
" ","천연뜨란채","2006"," "," "," ","53,000","27","2","2021"," "," ","30.17","6","145","N"," ","11410"," ","천연동"
" ","인왕산현대","2000"," "," "," ","119,000","24","2","2021"," "," ","114.72","11","460","N"," ","11410"," ","홍제동"
" ","극동","1995"," "," "," ","56,000","27","2","2021"," "," ","84.92","8","454","N"," ","11410"," ","홍은동"
" ","홍은동벽산","1997"," "," "," ","62,500","27","2","2021"," "," ","58.64","4","455","N"," ","11410"," ","홍은동"
" ","DMC에코자이","2019"," "," "," ","130,500","27","2","2021"," "," ","84.823","16","389","N"," ","11410"," ","남가좌동"
" ","청구1차","1994"," "," "," ","95,000","27","2","2021"," "," ","84.78","14","453","N"," ","11410"," ","홍제동"
" ","디엠씨엘가","2017"," "," "," ","33,500","9","2","2021"," "," ","30.36","11","387","N"," ","11410"," ","남가좌동"
" ","디엠씨엘가","2017"," "," "," ","33,500","23","2","2021"," "," ","30.36","11","387","N"," ","11410"," ","남가좌동"
" ","디엠씨엘가","2017"," "," "," ","43,000","22","2","2021"," "," ","41.23","6","387","N"," ","11410"," ","남가좌동"
" ","연희파크푸르지오","2018"," "," "," ","100,000","19","2","2021"," "," ","59.9835","5","747","N"," ","11410"," ","연희동"
" ","독립문극동(200-0)","1998"," "," "," ","96,500","25","2","2021"," "," ","59.58","15","200","N"," ","11410"," ","현저동"
" ","DMC래미안클라시스","2000"," "," "," ","87,000","27","2","2021"," "," ","59.59","9","377","N"," ","11410"," ","남가좌동"
" ","대림","1993"," "," "," ","79,000","23","2","2021"," "," ","84.74","4","700","N"," ","11410"," ","연희동"
" ","현대(1,2차)","1988"," "," "," ","82,700","24","2","2021"," "," ","84.77","8","202-5","N"," ","11410"," ","홍은동"
" ","에이원","2015"," "," "," ","40,500","23","2","2021"," "," ","58.35","3","132-5","N"," ","11410"," ","홍제동"
" ","DMC파크뷰자이2단지","2015"," "," "," ","135,000","23","2","2021"," "," ","84.99","11","385","N"," ","11410"," ","남가좌동"
" ","유원","1987"," "," "," ","43,000","16","2","2021"," "," ","54.54","4","22","N"," ","11410"," ","홍은동"
" ","돈의문센트레빌","2011"," "," "," ","130,000","20","2","2021"," "," ","84.99","1","261","N"," ","11410"," ","냉천동"
" ","DMC현대아파트","2000"," "," "," ","72,700","20","2","2021"," "," ","59.91","12","453","N"," ","11410"," ","북가좌동"
" ","인왕산현대","2000"," "," "," ","113,000","15","2","2021"," "," ","114.72","10","460","N"," ","11410"," ","홍제동"
" ","미든푸르지","2006"," "," "," ","25,000","23","2","2021"," "," ","58.26","7","189-9","N"," ","11410"," ","홍은동"
" ","연희자이엘라","2014"," "," "," ","16,800","22","2","2021"," "," ","13.642","13","745","N"," ","11410"," ","연희동"
" ","풍림1차","1988"," "," "," ","57,000","24","2","2021"," "," ","64.53","10","440-3","N"," ","11410"," ","홍은동"
" ","독립문극동(200-0)","1998"," "," "," ","115,000","20","2","2021"," "," ","84.87","9","200","N"," ","11410"," ","현저동"
" ","홍제삼성래미안","2001"," "," "," ","75,000","27","2","2021"," "," ","60","15","461","N"," ","11410"," ","홍제동"
" ","유원하나","1996"," "," "," ","61,000","19","2","2021"," "," ","58.77","8","454","N"," ","11410"," ","홍제동"
" ","두산","1999"," "," "," ","78,500","23","2","2021"," "," ","59.96","1","1009","N"," ","11410"," ","북아현동"
" ","독립문삼호","1995"," "," "," ","95,000","20","2","2021"," "," ","84.78","1","100","N"," ","11410"," ","영천동"
" ","두산","1999"," "," "," ","84,500","16","2","2021"," "," ","59.96","3","1009","N"," ","11410"," ","북아현동"
" ","G패밀리움","2011"," "," "," ","54,300","20","2","2021"," "," ","59","4","437-2","N"," ","11410"," ","홍은동"
" ","DMC파크뷰자이3단지","2015"," "," "," ","113,000","18","2","2021"," "," ","59.981","12","385","N"," ","11410"," ","남가좌동"
" ","동원베네스트","2012"," "," "," ","87,000","24","2","2021"," "," ","84.9573","10","463","N"," ","11410"," ","홍은동"
" ","태영으뜸(데시앙)","1998"," "," "," ","47,200","18","2","2021"," "," ","52.77","5","373","N"," ","11410"," ","홍제동"
" ","DMC래미안클라시스","2000"," "," "," ","85,000","10","2","2021"," "," ","59.59","6","377","N"," ","11410"," ","남가좌동"
" ","청구3차","2001"," "," "," ","74,400","18","2","2021"," "," ","59.4","9","462","N"," ","11410"," ","홍제동"
" ","돈의문센트레빌","2011"," "," "," ","150,000","18","2","2021"," "," ","114.98","9","261","N"," ","11410"," ","냉천동"
" ","인왕산현대","2000"," "," "," ","80,000","20","2","2021"," "," ","59.93","14","460","N"," ","11410"," ","홍제동"
" ","씨밀레","2004"," "," "," ","52,000","17","2","2021"," "," ","80.1","4","468","N"," ","11410"," ","창천동"
" ","디엠씨엘가","2017"," "," "," ","34,500","16","2","2021"," "," ","30.36","13","387","N"," ","11410"," ","남가좌동"
