"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","파크리오","2008"," "," "," ","225,000","8","10","2021"," "," ","84.79","9","17","N"," ","11710"," ","신천동"
" ","장미2","1979"," "," "," ","250,000","30","10","2021"," "," ","99","5","11","N"," ","11710"," ","신천동"
" ","삼환","1984"," "," "," ","177,200","31","10","2021"," "," ","121.04","1","176","N"," ","11710"," ","가락동"
" ","송파삼성래미안아파트","2001"," "," "," ","200,000","30","10","2021"," "," ","126.4","11","162","N"," ","11710"," ","송파동"
" ","송파파크데일2단지","2011"," "," "," ","123,000","30","10","2021"," "," ","84.99","10","607","N"," ","11710"," ","마천동"
" ","가락(1차)쌍용아파트","1997"," "," "," ","132,900","30","10","2021"," "," ","59.92","1","140","N"," ","11710"," ","가락동"
" ","주공아파트 5단지","1978"," "," "," ","278,000","25","10","2021"," "," ","76.5","13","27","N"," ","11710"," ","잠실동"
" ","신성노바빌아파트","2000"," "," "," ","104,000","29","10","2021"," "," ","59.78","14","510","N"," ","11710"," ","풍납동"
" ","헬리오시티","2018"," ","22.02.10","O","130,000","31","10","2021"," "," ","39.1","21","913","N"," ","11710"," ","가락동"
" ","씨티극동1","1998"," "," "," ","160,000","26","10","2021"," "," ","114.63","17","509","N"," ","11710"," ","풍납동"
" ","석촌호수효성해링턴타워","2015"," "," "," ","29,500","23","10","2021"," "," ","15.8307","11","24-3","N"," ","11710"," ","석촌동"
" ","현대리버빌1지구","1999"," "," "," ","115,000","25","10","2021"," "," ","59.96","13","260","N"," ","11710"," ","풍납동"
" ","송파해모로아파트","2006"," "," "," ","128,500","25","10","2021"," "," ","84.96","2","512","N"," ","11710"," ","풍납동"
" ","위례2차아이파크","2016"," "," "," ","180,000","22","10","2021"," "," ","90.8877","15","884","N"," ","11710"," ","장지동"
" ","코오롱아파트","1991"," "," "," ","159,000","30","10","2021"," "," ","84.95","6","212-8","N"," ","11710"," ","방이동"
" ","현대(6차)","1991"," "," "," ","128,000","30","10","2021"," "," ","84.8","4","55","N"," ","11710"," ","가락동"
" ","헬리오시티","2018"," "," "," ","129,000","17","10","2021"," "," ","39.1","14","913","N"," ","11710"," ","가락동"
" ","거여1단지","1997"," "," "," ","97,500","20","10","2021"," "," ","49.8","3","290","N"," ","11710"," ","거여동"
" ","파크리오","2008"," "," "," ","320,000","20","10","2021"," "," ","144.77","5","17","N"," ","11710"," ","신천동"
" ","가락(1차)쌍용아파트","1997"," "," "," ","147,000","17","10","2021"," "," ","59.92","22","140","N"," ","11710"," ","가락동"
" ","문정시영","1989"," "," "," ","96,000","16","10","2021"," "," ","46.26","5","145","N"," ","11710"," ","문정동"
" ","문정래미안","2004"," ","21.12.29","O","189,500","22","10","2021"," "," ","133.29","4","1","N"," ","11710"," ","문정동"
" ","코오롱아파트","1991"," "," "," ","149,000","15","10","2021"," "," ","84.95","1","212-8","N"," ","11710"," ","방이동"
" ","현대(2-4차)","1984"," ","21.12.01","O","180,000","21","10","2021"," "," ","84.98","8","43","N"," ","11710"," ","오금동"
" ","올림픽훼밀리타운","1988"," "," "," ","208,000","30","10","2021"," "," ","84.705","12","150","N"," ","11710"," ","문정동"
" ","주공아파트 5단지","1978"," "," "," ","313,100","26","10","2021"," "," ","82.61","4","27","N"," ","11710"," ","잠실동"
" ","송파더센트레","2013"," "," "," ","140,000","22","10","2021"," "," ","59.73","13","879","N"," ","11710"," ","장지동"
