"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","보라매해담채","2012"," "," "," ","16,500","12","11","2021","중개거래","서울 관악구","12.89","8","497-5","N"," ","11620"," ","신림동"
" ","벽산블루밍","2005"," "," "," ","97,500","27","11","2021","중개거래","서울 관악구","84.99","1","1718","N"," ","11620"," ","봉천동"
" ","청화","2004"," "," "," ","60,000","20","11","2021","중개거래","서울 관악구","67","5","1729","N"," ","11620"," ","신림동"
" ","보라매삼성","1996"," "," "," ","107,000","24","11","2021","중개거래","서울 관악구","84.84","12","1698-1","N"," ","11620"," ","봉천동"
" ","서울대입구한양아이클래스","2018"," "," "," ","19,000","29","11","2021","중개거래","서울 관악구","15.96","12","1568-1","N"," ","11620"," ","봉천동"
" ","금강아미움(102동)","2010"," "," "," ","78,500","29","11","2021","중개거래","서울 관악구","71.3453","3","1522-29","N"," ","11620"," ","봉천동"
" ","서울대입구한양아이클래스","2018"," "," "," ","18,500","17","11","2021","중개거래","서울 관악구","16.58","13","1568-1","N"," ","11620"," ","봉천동"
" ","태영","1997"," "," "," ","49,000","11","11","2021","중개거래","서울 관악구","49.92","21","1424-28","N"," ","11620"," ","신림동"
" ","신림스카이아파트","2021"," "," "," ","59,900","26","11","2021","직거래"," ","56.46","5","1744","N"," ","11620"," ","신림동"
" ","우정하이비전2","2004"," "," "," ","82,500","14","11","2021","중개거래","서울 관악구","84.58","10","1726","N"," ","11620"," ","신림동"
" ","관악산센텀","2013"," "," "," ","75,000","9","11","2021","직거래"," ","76.19","6","1066-13","N"," ","11620"," ","남현동"
" ","삼성산주공(주공3단지)","2000"," "," "," ","64,000","20","11","2021","중개거래","서울 관악구","58.55","23","1714","N"," ","11620"," ","신림동"
" ","봉천우성","2000"," "," "," ","81,500","19","11","2021","중개거래","서울 관악구 서울 광진구","59.76","26","1706","N"," ","11620"," ","봉천동"
" ","신림현대","1993"," "," "," ","79,000","11","11","2021","중개거래","서울 관악구","59.85","4","1694","N"," ","11620"," ","신림동"
" ","현대(관악)","1992"," "," "," ","81,000","19","11","2021","중개거래","경기 안양만안구 서울 관악구","58.59","15","1000","N"," ","11620"," ","봉천동"
" ","마에스트로캠퍼스타운","2012"," "," "," ","13,500","15","11","2021","중개거래","서울 관악구","13.15","10","893-12","N"," ","11620"," ","봉천동"
" ","봉천우성","2000"," "," "," ","84,000","12","11","2021","중개거래","서울 관악구","59.76","20","1706","N"," ","11620"," ","봉천동"
" ","신안","1978"," "," "," ","53,000","24","11","2021","중개거래","서울 관악구 서울 동작구","53.88","1","10-10","N"," ","11620"," ","신림동"
" ","낙성대현대아파트","1988"," "," "," ","77,750","9","11","2021","중개거래","서울 관악구","61.74","4","179-58","N"," ","11620"," ","봉천동"
" ","태양","2000"," "," "," ","22,000","3","11","2021","중개거래","서울 관악구","48.99","4","1563-2","N"," ","11620"," ","신림동"
" ","현대(관악)","1992"," "," "," ","102,000","13","11","2021","중개거래","서울 관악구","84.74","7","1000","N"," ","11620"," ","봉천동"
" ","관악캐스빌","2002"," "," "," ","50,000","16","11","2021","직거래"," ","78.24","1","1690-162","N"," ","11620"," ","봉천동"
" ","신동아","1994"," "," "," ","56,000","19","11","2021","중개거래","서울 관악구","84.3","14","산28-9","N"," ","11620"," ","신림동"
" ","서초그린","2005"," ","21.12.17","O","96,000","11","11","2021","중개거래","서울 관악구","84.84","3","1732","N"," ","11620"," ","신림동"
" ","삼성산주공(주공3단지)","2000"," "," "," ","84,000","22","11","2021","중개거래","서울 관악구","113.31","21","1714","N"," ","11620"," ","신림동"
" ","은천1","2001"," "," "," ","90,000","4","11","2021","중개거래","서울 관악구","84.65","10","1707","N"," ","11620"," ","봉천동"
" ","낙성대현대아파트","1988"," ","21.11.30","O","77,750","9","11","2021","중개거래","서울 관악구","61.74","4","179-58","N"," ","11620"," ","봉천동"
" ","현대(관악)","1992"," "," "," ","89,300","3","11","2021","중개거래","서울 관악구","68.8","8","1000","N"," ","11620"," ","봉천동"
" ","관악푸르지오","2004"," "," "," ","93,000","12","11","2021","중개거래","서울 관악구","59.58","20","1717","N"," ","11620"," ","봉천동"
" ","금강아미움(103동)","2010"," "," "," ","74,000","13","11","2021","중개거래","서울 관악구","71.1203","2","1522-30","N"," ","11620"," ","봉천동"
" ","관악푸르지오","2004"," "," "," ","93,000","8","11","2021","중개거래","서울 관악구","59.58","11","1717","N"," ","11620"," ","봉천동"
" ","건영1","1984"," "," "," ","55,500","17","11","2021","중개거래","서울 관악구","41.04","5","746-43","N"," ","11620"," ","신림동"
" ","봉천우성","2000"," "," "," ","83,600","6","11","2021","중개거래","서울 관악구 인천 연수구","59.76","16","1706","N"," ","11620"," ","봉천동"
" ","관악산휴먼시아2단지","2008"," ","21.12.07","O","85,500","3","11","2021","중개거래","서울 관악구","84.97","19","1735","N"," ","11620"," ","신림동"
" ","현대(관악)","1992"," "," "," ","115,000","3","11","2021","중개거래","서울 관악구 서울 동작구","116.86","3","1000","N"," ","11620"," ","봉천동"
" ","위드비엠3","2021"," "," "," ","60,000","7","11","2021","직거래"," ","51.77","12","538-39","N"," ","11620"," ","신림동"
" ","LIG대학마을(건영아파트3차)","1996"," "," "," ","91,000","5","11","2021","중개거래","서울 관악구","84.82","12","1703-1","N"," ","11620"," ","신림동"
" ","관악캠퍼스타워","1998"," "," "," ","22,000","6","11","2021","중개거래","서울 관악구","35.76","12","875-1","N"," ","11620"," ","봉천동"
" ","마에스트로캠퍼스타운","2012"," "," "," ","13,100","16","11","2021","중개거래","서울 관악구 서울 마포구","14.49","11","893-12","N"," ","11620"," ","봉천동"
" ","관악푸르지오","2004"," "," "," ","94,000","6","11","2021","중개거래","서울 관악구","59.58","15","1717","N"," ","11620"," ","봉천동"
" ","코스모그린","2012"," "," "," ","10,350","12","11","2021","중개거래","서울 동작구","12.21","10","1425-4","N"," ","11620"," ","신림동"
" ","두산","2000"," "," "," ","121,000","1","11","2021","중개거래","서울 관악구","114.99","14","1708","N"," ","11620"," ","봉천동"
" ","보라매해담채","2012"," "," "," ","16,500","12","11","2021","직거래"," ","12.89","8","497-5","N"," ","11620"," ","신림동"
" ","푸리마타운","2014"," "," "," ","14,000","11","11","2021","중개거래","서울 관악구","12.25","13","1639-51","N"," ","11620"," ","신림동"
" ","신림스카이아파트","2021"," "," "," ","59,900","5","11","2021","직거래"," ","56.46","8","1744","N"," ","11620"," ","신림동"
" ","신림스카이아파트","2021"," "," "," ","59,900","4","11","2021","직거래"," ","56.46","6","1744","N"," ","11620"," ","신림동"
" ","신림스카이아파트","2021"," "," "," ","45,000","4","11","2021","직거래"," ","38.34","8","1744","N"," ","11620"," ","신림동"
" ","관악산휴먼시아2단지","2008"," "," "," ","82,000","1","11","2021","중개거래","서울 관악구","84.98","19","1735","N"," ","11620"," ","신림동"
