"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","숭실골드","2001"," "," "," ","50,000","18","1","2021"," "," ","70.97","2","473","N"," ","11590"," ","상도동"
" ","신동아4","1993"," "," "," ","115,000","27","1","2021"," "," ","59.89","10","105","N"," ","11590"," ","사당동"
" ","사당자이","1999"," "," "," ","124,000","30","1","2021"," "," ","114.94","13","1139","N"," ","11590"," ","사당동"
" ","사당자이","1999"," "," "," ","79,900","30","1","2021"," "," ","59.89","11","1139","N"," ","11590"," ","사당동"
" ","명수대한양","1991"," "," "," ","170,000","23","1","2021"," "," ","84.9","2","38-58","N"," ","11590"," ","흑석동"
" ","롯데낙천대","2003"," "," "," ","104,000","30","1","2021"," "," ","80.2422","8","713","N"," ","11590"," ","신대방동"
" ","포스코더샵","2007"," "," "," ","120,000","23","1","2021"," "," ","84.995","1","521","N"," ","11590"," ","상도동"
" ","롯데캐슬에듀포레","2018"," "," "," ","167,000","30","1","2021"," "," ","84.9912","9","340","N"," ","11590"," ","흑석동"
" ","대림아파트","1993"," "," "," ","165,000","30","1","2021"," "," ","134.25","17","501","N"," ","11590"," ","대방동"
" ","우리유앤미","2003"," "," "," ","84,000","30","1","2021"," "," ","59.6618","8","329","N"," ","11590"," ","흑석동"
" ","래미안트윈파크","2011"," "," "," ","149,000","29","1","2021"," "," ","84.94","20","494","N"," ","11590"," ","본동"
" ","아크로리버하임","2019"," "," "," ","191,300","26","1","2021"," "," ","84.9184","15","341","N"," ","11590"," ","흑석동"
" ","경남아너스빌(대아3)","1998"," "," "," ","114,500","30","1","2021"," "," ","84.63","3","1136","N"," ","11590"," ","사당동"
" ","대림아파트","1993"," "," "," ","95,700","27","1","2021"," "," ","59.84","2","501","N"," ","11590"," ","대방동"
