"aptDong","aptNm","buildYear","buyerGbn","cdealDay","cdealType","dealAmount","dealDay","dealMonth","dealYear","dealingGbn","estateAgentSggNm","excluUseAr","floor","jibun","landLeaseholdGbn","rgstDate","sggCd","slerGbn","umdNm"
" ","주공2","1987"," "," "," ","87,000","30","9","2021"," "," ","54.54","3","685-223","N"," ","11530"," ","구로동"
" ","삼환로즈빌","2004"," "," "," ","81,500","30","9","2021"," "," ","59.998","5","336","N"," ","11530"," ","고척동"
" ","동선","2004"," "," "," ","53,000","26","9","2021"," "," ","58.2159","12","345","N"," ","11530"," ","오류동"
" ","신개봉삼환","2001"," "," "," ","69,500","27","9","2021"," "," ","74.1","4","170-30","N"," ","11530"," ","개봉동"
" ","신도림롯데아파트","1999"," "," "," ","87,000","28","9","2021"," "," ","59.96","17","1263","N"," ","11530"," ","구로동"
" ","동부골든","1998"," "," "," ","73,000","30","9","2021"," "," ","105.21","6","338","N"," ","11530"," ","오류동"
" ","대림2","2001"," "," "," ","123,500","25","9","2021"," "," ","84.95","5","642","N"," ","11530"," ","신도림동"
" ","성원","1996"," "," "," ","56,000","27","9","2021"," "," ","84.56","3","322","N"," ","11530"," ","고척동"
" ","온수힐스테이트","2010"," "," "," ","157,000","26","9","2021"," "," ","162.16","10","155","N"," ","11530"," ","온수동"
" ","우성꿈동산","1996"," "," "," ","64,000","28","9","2021"," "," ","84.19","4","321","N"," ","11530"," ","고척동"
" ","디큐브시티","2011"," "," "," ","166,500","23","9","2021"," "," ","105.45","19","692","N"," ","11530"," ","신도림동"
" ","우림필유","2005"," ","22.07.09","O","74,700","27","9","2021"," "," ","84.99","13","348","N"," ","11530"," ","오류동"
" ","한효","1985"," "," "," ","72,000","27","9","2021"," "," ","69.87","2","52-332","N"," ","11530"," ","고척동"
" ","(796-13)","1996"," "," "," ","24,500","28","9","2021"," "," ","44.32","1","796-13","N"," ","11530"," ","구로동"
" ","에덴","1998"," "," "," ","26,000","24","9","2021"," "," ","53.31","2","762-11","N"," ","11530"," ","구로동"
" ","대림역와이즈플레이스","2012"," "," "," ","14,850","15","9","2021"," "," ","24.611","18","98-4","N"," ","11530"," ","구로동"
" ","삼천리","1998"," "," "," ","89,000","23","9","2021"," "," ","134.64","20","340","N"," ","11530"," ","오류동"
" ","은진빌라(748-24)","1961"," "," "," ","25,000","29","9","2021"," "," ","48.96","1","748-24","N"," ","11530"," ","구로동"
" ","(742-57)","1995"," "," "," ","22,500","25","9","2021"," "," ","39.84","3","742-57","N"," ","11530"," ","구로동"
