"apt_juso","coord_x","coord_y"
"서울특별시 용산구 이태원동 728 주공1",126.989396910876,37.54259683589
"서울특별시 용산구 이촌동 302-86 빌라맨션",126.964391746835,37.5213248912321
"서울특별시 용산구 한남동 827 한남해피트리",127.003255529962,37.5394931423676
"서울특별시 용산구 문배동 11-10 용산KCC웰츠타워",126.968813728954,37.5377777996132
"서울특별시 용산구 보광동 448 신동아1",127.001851124058,37.5258603048593
"서울특별시 용산구 한남동 72-1 한남동리첸시아",127.007899663322,37.5344707464089
"서울특별시 용산구 효창동 286 용산케이씨씨스위첸",126.960019551463,37.5402604684333
"서울특별시 용산구 이촌동 302-28 타워맨션",126.964974036103,37.5209729534352
"서울특별시 용산구 문배동 11-34 G&P용산파크",126.969443041995,37.537798867336
"서울특별시 용산구 한남동 263-10 성아1",127.008636411833,37.5342112065771
"서울특별시 용산구 한남동 737-28 현대안성타워",126.997907654223,37.5350861954377
"서울특별시 용산구 효창동 5-495 효창맨션",126.961812543408,37.5420141371371
"서울특별시 용산구 이촌동 301-170 반도",126.982051655168,37.5170232712561
"서울특별시 용산구 한남동 1-297 로얄튼빌라",127.009843401774,37.5324817307781
"서울특별시 용산구 서빙고동 296 금호베스트빌1",126.991973730982,37.5228580868465
"서울특별시 용산구 한남동 808 대림아르빌",127.001357596006,37.5349846633834
"서울특별시 용산구 신창동 102 세방리버하이빌",126.954030516145,37.5361812629735
"서울특별시 용산구 문배동 24-21 아크로타워",126.968551771604,37.5367545540992
"서울특별시 용산구 한남동 644-2 태성1",127.004213646558,37.5329064373609
"서울특별시 용산구 이촌동 301-155 두산위브트레지움",126.967125797058,37.5218187125884
"서울특별시 용산구 한남동 26-5 트윈빌에이동",127.010366988737,37.5339814022074
"서울특별시 용산구 이촌동 302-53 월드메르디앙",126.969011090777,37.5207404515929
"서울특별시 용산구 한남동 802 리버탑",127.008332127853,37.5297194669812
"서울특별시 용산구 이태원동 198-16 마운틴뷰",126.990204481012,37.5374796761459
"서울특별시 용산구 문배동 17-1 지오베르크",126.967361865028,37.5374406133468
"서울특별시 용산구 문배동 24-8 프라임펠리스",126.969538303699,37.536705437867
"서울특별시 용산구 후암동 1-20 후암맨션",126.977083261705,37.5522473087519
"서울특별시 용산구 청암동 181 GS자이",126.94723103582,37.5350074800767
"서울특별시 용산구 한남동 829 나인원한남",127.003364799713,37.5362536827062
"서울특별시 용산구 원효로4가 109-4 풍전",126.954166947697,37.5327019212766
"서울특별시 용산구 이촌동 301-160 현대맨숀",126.980837866169,37.5185919977774
"서울특별시 용산구 한남동 805 현대하이페리온",127.004833426165,37.5276866416786
"서울특별시 용산구 원효로1가 46-3 용산파크뷰",126.969718522289,37.5403958008247
"서울특별시 용산구 한강로2가 422 래미안용산더센트럴",126.966972245302,37.5291046239838
"서울특별시 용산구 효창동 272 효창베네스",126.959196726906,37.5423274408184
"서울특별시 용산구 한남동 96-3 신성미소시티",127.007116895056,37.5315178552422
"서울특별시 용산구 이촌동 300-27 리버뷰",126.971946115671,37.5201637323928
"서울특별시 용산구 한남동 809 대성이태리하우스",127.003365704807,37.5387697262658
"서울특별시 용산구 한강로1가 231-23 삼각아파트C동",126.973295518526,37.5338273797012
"서울특별시 용산구 원효로4가 128-1 한강수",126.951471246033,37.533656085545
"서울특별시 용산구 한남동 522-1 한남동동원베네스트",127.007715042965,37.5303376860557
"서울특별시 용산구 이태원동 254-10 다원",126.990084030648,37.5405172980264
"서울특별시 용산구 한남동 807 한남힐스테이트",127.003788357426,37.5284614513003
"서울특별시 용산구 한남동 1-44 힐탑트레져1동",127.013718478343,37.5384658809255
"서울특별시 용산구 한강로3가 63-389 용산시티파크",126.969145035914,37.5251113403049
"서울특별시 용산구 한남동 732-19 장미1",126.998041073619,37.5341575361698
"서울특별시 용산구 효창동 3-4 효창로즈",126.962547920111,37.548583557443
"서울특별시 용산구 후암동 458 브라운스톤남산",126.976254594307,37.5513269555659
"서울특별시 용산구 용문동 38-76 삼성하이츠",126.956698964812,37.5372598680856
"서울특별시 용산구 한강로2가 419 아스테리움용산",126.968859586066,37.5276308275423
"서울특별시 용산구 청암동 64-29 SK청암대",126.947603748908,37.5354613899522
"서울특별시 용산구 한강로2가 2-11 한강로대우아이빌",126.968835130754,37.5333865983976
"서울특별시 용산구 원효로2가 94-2 원효",126.961576811432,37.5350244616566
"서울특별시 용산구 청파동3가 132-13 효창PALACEVILLE",126.963840696971,37.5427203483789
"서울특별시 용산구 한강로1가 216-11 센트럴파크",126.974071398814,37.5326312935443
"서울특별시 용산구 후암동 438-7 제일",126.977115805473,37.5527769217326
"서울특별시 용산구 문배동 40-39 이안용산3차",126.969801746787,37.5388471832786
"서울특별시 용산구 한남동 723-3 한남하우스",127.005384199903,37.5378259438053
"서울특별시 용산구 이촌동 302-64 장미",126.967685487633,37.5200747957603
"서울특별시 용산구 원효로1가 17-66 로얄카운티-3",126.966974030346,37.5414766253549
"서울특별시 용산구 보광동 35-5 카사빌라",127.003604552866,37.5268558716752
"서울특별시 용산구 한남동 386 르가든더메인한남",127.009942272603,37.5315363920083
"서울특별시 용산구 원효로1가 133-3 리첸시아용산A",126.967363197885,37.5382765617916
"서울특별시 용산구 이촌동 302-69 정우",126.967175097338,37.520834110412
"서울특별시 용산구 이촌동 418 동부센트레빌",126.966523703852,37.5211823453929
"서울특별시 용산구 이촌동 300-10 점보",126.978703263669,37.5180494083878
"서울특별시 용산구 후암동 244-99 화인",126.979101847781,37.5486022437552
"서울특별시 용산구 보광동 151 리버빌",127.000858289057,37.5242899593541
"서울특별시 용산구 문배동 3-3 이안용산프리미어",126.970318445052,37.5386874768496
"서울특별시 용산구 한강로2가 2-8 벽산메가트리움",126.968835130754,37.5333865983976
"서울특별시 용산구 서빙고동 293 그린파크",126.991310124254,37.5230363483028
"서울특별시 용산구 효창동 5-158 효창아트빌2차",126.96045270618,37.5421601019984
"서울특별시 용산구 효창동 5-262 예빌리지",126.957763151341,37.5415847833558
"서울특별시 용산구 이촌동 193-5 강서",126.959587779953,37.5232564464148
"서울특별시 용산구 후암동 244-86 신후암",126.977833268946,37.5498213338045
"서울특별시 용산구 이촌동 212-41 G&D용산드림",126.953637889074,37.5298110323946
"서울특별시 용산구 이촌동 302-61 제일",126.96842079858,37.5210735762113
"서울특별시 용산구 한강로3가 98 센트럴파크",126.967620397573,37.5259402145642
"서울특별시 용산구 이촌동 203-14 장미",126.955821838912,37.5261672272619
"서울특별시 용산구 한남동 550 현대하이페리온II",127.005962092469,37.5285335318103
"서울특별시 용산구 문배동 40-31 리첸시아용산B",126.967983178091,37.5379052490991
"서울특별시 용산구 한남동 410 파르크한남",127.011467348354,37.5314451625387
"서울특별시 용산구 문배동 24-4 용산큐브",126.968360848575,37.5371341846874
"서울특별시 용산구 도원동 3-4 제일1",126.95809560543,37.5391365246956
"서울특별시 용산구 이태원동 730 이태원",126.992738125598,37.5332066830185
"서울특별시 용산구 효창동 5-49 효창팰리스2차",126.962804139057,37.5414870985206
"서울특별시 용산구 후암동 244-106 후암",126.978025379484,37.5491981490252
"서울특별시 용산구 이태원동 352 퍼시픽맨션골드",126.988132999884,37.5367690473026
"서울특별시 용산구 이태원동 124-1 준아트빌",126.996894805604,37.5349950819716
"서울특별시 성동구 사근동 314 벽산",127.049548639186,37.5603831621427
"서울특별시 성동구 성수동2가 843 힐스테이트",127.052138909865,37.5412343020006
"서울특별시 성동구 금호동4가 340 서울숲푸르지오",127.022319532051,37.5449828510511
"서울특별시 성동구 옥수동 436 극동그린",127.009867068046,37.542081527886
"서울특별시 성동구 성수동2가 442 한신한강",127.052691494089,37.5358576988413
"서울특별시 성동구 성수동1가 718 트리마제",127.045045893181,37.5388239825147
"서울특별시 성동구 하왕십리동 1061 왕십리풍림아이원",127.025086333415,37.5591231912151
"서울특별시 성동구 행당동 346 행당한진타운",127.029207383318,37.5558804553964
"서울특별시 성동구 행당동 380 서울숲리버뷰자이",127.038383152493,37.5551406328318
"서울특별시 성동구 금호동3가 1331 두산",127.016217362383,37.5500382701277
"서울특별시 성동구 응봉동 100 대림",127.033271987997,37.5519723830491
"서울특별시 성동구 송정동 104 서울숲아이파크",127.069207117454,37.5529080625121
"서울특별시 성동구 금호동1가 1823 이편한세상금호파크힐스",127.022691811161,37.5542846887812
"서울특별시 성동구 옥수동 250 옥수삼성",127.014052103004,37.5424312325016
"서울특별시 성동구 옥수동 528-1 옥수파크힐스117동~125동",127.012024946055,37.5466036237451
"서울특별시 성동구 하왕십리동 990 한신무학",127.028377895927,37.5623533304177
"서울특별시 성동구 성수동1가 706 쌍용",127.047110331737,37.5495119117826
"서울특별시 성동구 금호동2가 1217 래미안하이리버",127.024541411946,37.5512924647715
"서울특별시 성동구 하왕십리동 1066 텐즈힐",127.028040516397,37.5684498209013
"서울특별시 성동구 하왕십리동 1002 왕십리KCC스위첸",127.02668707042,37.5608432938815
